notes_total,notes_played,rests,measures,chord_notes,pitch_span,pitch_std,avg_duration,notes_per_measure,chord_ratio,avg_chord_cluster_size,rest_ratio,unique_pitch_count,notes_per_pitch_class,notes_per_measure_per_pitch_class,span_per_unique_pitch,avg_pitch_interval,max_pitch_interval,large_leap_ratio,tempo_mean,notes_per_second_proxy,notes_per_second_per_pitch_class,duration_std,duration_cv_proxy,tempo_duration_interaction,rhythmic_variety,accidental_ratio,key_signature_complexity,time_signature_changes,piece_id,work,book,book_code,composer,henle_difficulty,difficulty_label
591.0,529.0,62.0,80.0,323.0,40.0,11.914662262030959,1.5143824027072759,6.6125,0.610586011342155,2.5679611650485437,0.10490693739424704,27.0,19.59259259259259,0.2449074074074074,1.4814814814814814,4.511363636363637,26.0,0.15151515151515152,0.0,0.0,0.0,1.0321627693168216,0.41050349708360806,0.0,4.0,0.00945179584120983,0.0,0.0,69,Chord Study,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 2 easy,beginner
212.0,192.0,20.0,48.0,59.0,11.0,3.176639313234804,1.8820754716981132,4.0,0.3072916666666667,1.443609022556391,0.09433962264150944,9.0,21.333333333333332,0.4444444444444444,1.2222222222222223,4.109947643979058,9.0,0.225130890052356,0.0,0.0,0.0,1.453771748312236,0.5044183480232309,0.0,5.0,0.3697916666666667,4.0,0.0,70,Melody against Double Notes,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 2 easy,beginner
434.0,384.0,50.0,76.0,170.0,22.0,6.891468891225777,1.2880184331797235,5.052631578947368,0.4427083333333333,1.794392523364486,0.1152073732718894,16.0,24.0,0.3157894736842105,1.375,3.2637075718015667,19.0,0.033942558746736295,0.0,0.0,0.0,0.7574479584753442,0.3310497623145009,0.0,4.0,0.09635416666666667,1.0,1.0,71,Thirds,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
199.0,182.0,17.0,48.0,3.0,40.0,10.341745338916123,2.7386934673366836,3.7916666666666665,0.016483516483516484,1.0167597765363128,0.08542713567839195,29.0,6.275862068965517,0.1307471264367816,1.3793103448275863,3.972375690607735,27.0,0.13812154696132597,0.0,0.0,0.0,2.02299849631382,0.5410977160839384,0.0,6.0,0.3956043956043956,0.0,0.0,72,Dragons' Dance,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
477.0,456.0,21.0,58.0,288.0,40.0,10.06077996163528,1.2243186582809225,7.862068965517241,0.631578947368421,2.7142857142857144,0.0440251572327044,24.0,19.0,0.3275862068965517,1.6666666666666667,6.338461538461538,19.0,0.432967032967033,0.0,0.0,0.0,0.652358892690208,0.2932848179201029,0.0,4.0,0.0,0.0,0.0,73,Sixths and Triads,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 2 easy,beginner
247.0,223.0,24.0,68.0,0.0,37.0,11.742635180697272,1.6477732793522266,3.2794117647058822,0.0,1.0,0.09716599190283401,20.0,11.15,0.16397058823529412,1.85,2.6666666666666665,15.0,0.06756756756756757,0.0,0.0,0.0,1.0539232187531014,0.3980413379694435,0.0,4.0,0.06278026905829596,0.0,0.0,74,Hungarian Song,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 2 easy,beginner
233.0,219.0,14.0,60.0,0.0,19.0,6.201081362338534,3.956896551724138,3.65,0.0,1.0,0.060085836909871244,12.0,18.25,0.30416666666666664,1.5833333333333333,2.697247706422018,14.0,0.01834862385321101,0.0,0.0,0.0,2.834188570185022,0.5717667376373262,0.0,5.0,0.1004566210045662,0.0,1.0,75,Triplets,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 2 easy,beginner
142.0,128.0,14.0,40.0,2.0,26.0,7.738142232787127,2.443661971830986,3.2,0.015625,1.0158730158730158,0.09859154929577464,17.0,7.529411764705882,0.18823529411764706,1.5294117647058822,3.456692913385827,16.0,0.14960629921259844,0.0,0.0,0.0,1.991264895923432,0.5782405219245957,0.0,4.0,0.0625,0.0,0.0,76,In Three Parts,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 2 easy,beginner
258.0,251.0,7.0,36.0,8.0,39.0,11.948146726046675,2.5813953488372094,6.972222222222222,0.03187250996015936,1.0329218106995885,0.027131782945736434,22.0,11.409090909090908,0.31691919191919193,1.7727272727272727,2.864,24.0,0.048,0.0,0.0,0.0,1.6921967485925975,0.4724964947368941,0.0,6.0,0.17131474103585656,1.0,1.0,77,Little Study,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 2 easy,beginner
181.0,169.0,12.0,60.0,3.0,34.0,9.140194377087207,1.4143646408839778,2.816666666666667,0.01775147928994083,1.0180722891566265,0.06629834254143646,17.0,9.941176470588236,0.16568627450980394,2.0,3.886904761904762,19.0,0.18452380952380953,0.0,0.0,0.0,0.7649889030130819,0.3168489506758989,0.0,4.0,0.047337278106508875,0.0,0.0,78,Five-tone Scale,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 2 easy,beginner
289.0,283.0,6.0,34.0,1.0,19.0,6.81839089298303,1.453287197231834,8.323529411764707,0.0035335689045936395,1.00354609929078,0.020761245674740483,16.0,17.6875,0.5202205882352942,1.1875,2.652482269503546,16.0,0.031914893617021274,0.0,0.0,0.0,1.4112981792434025,0.5752682282106394,0.0,5.0,0.2226148409893993,0.0,0.0,79,Hommage \u00e0 J. S. B.,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
136.0,130.0,6.0,44.0,1.0,24.0,6.793906075543995,2.6470588235294117,2.9545454545454546,0.007692307692307693,1.0077519379844961,0.04411764705882353,24.0,5.416666666666667,0.12310606060606061,1.0,2.4728682170542635,13.0,0.05426356589147287,0.0,0.0,0.0,1.8650398661750223,0.5113818987899255,0.0,5.0,0.35384615384615387,3.0,0.0,80,Hommage \u00e0 R. Sch.,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
231.0,219.0,12.0,70.0,1.0,30.0,6.840432596587962,2.5454545454545454,3.1285714285714286,0.0045662100456621,1.0045871559633028,0.05194805194805195,29.0,7.551724137931035,0.10788177339901478,1.0344827586206897,2.1192660550458715,11.0,0.06880733944954129,0.0,0.0,0.0,1.4464057966052835,0.4079606092989261,0.0,5.0,0.1963470319634703,0.0,1.0,81,Wandering,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
318.0,294.0,24.0,50.0,138.0,19.0,6.5962966596353745,1.2816455696202531,5.88,0.46938775510204084,1.8846153846153846,0.07547169811320754,13.0,22.615384615384617,0.4523076923076923,1.4615384615384615,3.84641638225256,19.0,0.07508532423208192,0.0,0.0,0.0,0.6888201807930089,0.30189622348209544,0.0,4.0,0.1054421768707483,0.0,3.0,82,Scherzo,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
313.0,302.0,11.0,36.0,110.0,38.0,10.608990930634777,1.4376996805111821,8.38888888888889,0.36423841059602646,1.5729166666666667,0.03514376996805112,25.0,12.08,0.33555555555555555,1.52,5.1096345514950166,35.0,0.18272425249169436,0.0,0.0,0.0,1.0620300408047707,0.43566894203393614,0.0,4.0,0.08278145695364239,0.0,0.0,83,Melody with Interruptions,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
315.0,231.0,84.0,56.0,34.0,16.0,4.858901920050263,1.6793650793650794,4.125,0.1471861471861472,1.1725888324873097,0.26666666666666666,10.0,23.1,0.4125,1.6,2.6739130434782608,12.0,0.08260869565217391,0.0,0.0,0.0,1.1800132808182853,0.44040780030540266,0.0,6.0,0.30303030303030304,3.0,0.0,84,Merriment,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
491.0,358.0,133.0,124.0,0.0,36.0,6.269408552578034,6.153061224489796,2.8870967741935485,0.0,1.0,0.2708757637474542,30.0,11.933333333333334,0.09623655913978495,1.2,3.5322128851540615,17.0,0.09243697478991597,0.0,0.0,0.0,6.212482564039633,0.8685068349156692,0.0,8.0,0.04748603351955307,0.0,0.0,85,Broken Chords,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
262.0,241.0,21.0,72.0,9.0,17.0,4.597671402425851,3.7900763358778624,3.3472222222222223,0.03734439834024896,1.0387931034482758,0.08015267175572519,14.0,17.214285714285715,0.2390873015873016,1.2142857142857142,2.925,13.0,0.05416666666666667,0.0,0.0,0.0,3.6168890297761167,0.7550796221524643,0.0,6.0,0.4190871369294606,1.0,0.0,86,Two Major Pentachords,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
371.0,308.0,63.0,138.0,59.0,51.0,10.115084009711854,2.431266846361186,2.2318840579710146,0.19155844155844157,1.2369477911646587,0.16981132075471697,44.0,7.0,0.050724637681159424,1.1590909090909092,4.537459283387622,33.0,0.26058631921824105,0.0,0.0,0.0,1.5038112449138714,0.4382670635216389,0.0,4.0,0.17207792207792208,0.0,1.0,87,Variations,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
190.0,171.0,19.0,64.0,0.0,17.0,4.137822600051663,8.589473684210526,2.671875,0.0,1.0,0.1,15.0,11.4,0.178125,1.1333333333333333,2.1882352941176473,10.0,0.023529411764705882,0.0,0.0,0.0,6.7628937077215,0.7052413855472476,0.0,7.0,0.38011695906432746,0.0,0.0,88,Duet for Pipes,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
183.0,159.0,24.0,42.0,8.0,19.0,5.439339000786405,2.4754098360655736,3.7857142857142856,0.050314465408805034,1.0529801324503312,0.13114754098360656,12.0,13.25,0.31547619047619047,1.5833333333333333,3.2848101265822787,16.0,0.0759493670886076,0.0,0.0,0.0,1.6121793013787151,0.4638817801136869,0.0,6.0,0.2138364779874214,2.0,0.0,89,In Four Parts (1),"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 2 easy,beginner
264.0,249.0,15.0,52.0,18.0,33.0,9.551681802069197,2.628787878787879,4.788461538461538,0.07228915662650602,1.077922077922078,0.056818181818181816,27.0,9.222222222222221,0.17735042735042736,1.2222222222222223,3.629032258064516,26.0,0.11693548387096774,0.0,0.0,0.0,2.064876924317851,0.5690266263255873,0.0,5.0,0.30120481927710846,0.0,0.0,90,In Russian Style,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
207.0,189.0,18.0,34.0,1.0,42.0,9.060932684100026,1.3137254901960784,5.5588235294117645,0.005291005291005291,1.0053191489361701,0.08695652173913043,43.0,4.395348837209302,0.1292749658002736,0.9767441860465116,2.345744680851064,19.0,0.031914893617021274,0.0,0.0,0.0,0.6857140568645377,0.2963679398312833,0.0,4.0,0.4074074074074074,0.0,1.0,91,Chromatic Invention (1),"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
481.0,423.0,58.0,66.0,0.0,49.0,12.018403807451715,1.0478170478170479,6.409090909090909,0.0,1.0,0.12058212058212059,34.0,12.441176470588236,0.18850267379679145,1.4411764705882353,2.5971563981042656,37.0,0.04739336492890995,0.0,0.0,0.0,0.24084142133180175,0.11760885650821994,0.0,3.0,0.4562647754137116,0.0,1.0,92,Chromatic Invention (2),"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
175.0,167.0,8.0,32.0,2.0,32.0,9.491699856499459,1.8628571428571428,5.21875,0.011976047904191617,1.0121212121212122,0.045714285714285714,24.0,6.958333333333333,0.21744791666666666,1.3333333333333333,3.13855421686747,12.0,0.05421686746987952,0.0,0.0,0.0,1.3705235108809886,0.4787257772538383,0.0,5.0,0.04790419161676647,0.0,2.0,93,In Four Parts (2),"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
217.0,187.0,30.0,68.0,2.0,45.0,9.695855223258798,1.76036866359447,2.75,0.0106951871657754,1.0108108108108107,0.1382488479262673,37.0,5.054054054054054,0.07432432432432433,1.2162162162162162,2.935483870967742,17.0,0.10215053763440861,0.0,0.0,0.0,1.1981921299258256,0.43406960299483166,0.0,5.0,0.29411764705882354,3.0,1.0,94,Tale,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
187.0,183.0,4.0,32.0,65.0,26.0,7.472513259798777,2.299465240641711,5.71875,0.3551912568306011,1.5508474576271187,0.0213903743315508,18.0,10.166666666666666,0.3177083333333333,1.4444444444444444,4.1923076923076925,12.0,0.2802197802197802,0.0,0.0,0.0,0.9285430670687347,0.28142229099165866,0.0,4.0,0.16939890710382513,2.0,0.0,95,Song of the Fox,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
283.0,258.0,25.0,68.0,0.0,40.0,8.152887718492849,1.4628975265017667,3.7941176470588234,0.0,1.0,0.08833922261484099,32.0,8.0625,0.11856617647058823,1.25,2.782101167315175,12.0,0.03501945525291829,0.0,0.0,0.0,1.3001228863205654,0.527883467473056,0.0,4.0,0.12015503875968993,1.0,0.0,96,Stumblings,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
339.0,301.0,38.0,74.0,0.0,43.0,8.761076397436893,2.6194690265486726,4.0675675675675675,0.0,1.0,0.11209439528023599,33.0,9.121212121212121,0.12325962325962325,1.303030303030303,2.8666666666666667,20.0,0.013333333333333334,0.0,0.0,0.0,1.8798037809676706,0.5193589908296987,0.0,6.0,0.3754152823920266,1.0,0.0,97,Notturno,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
161.0,154.0,7.0,58.0,0.0,39.0,11.651572852665348,1.4161490683229814,2.6551724137931036,0.0,1.0,0.043478260869565216,36.0,4.277777777777778,0.07375478927203066,1.0833333333333333,2.588235294117647,15.0,0.032679738562091505,0.0,0.0,0.0,0.6261288559380269,0.25914330541393915,0.0,3.0,0.24675324675324675,1.0,0.0,98,Thumb Under,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
193.0,180.0,13.0,46.0,0.0,24.0,7.044926376784997,1.4404145077720207,3.9130434782608696,0.0,1.0,0.06735751295336788,17.0,10.588235294117647,0.23017902813299232,1.411764705882353,2.7486033519553073,17.0,0.055865921787709494,0.0,0.0,0.0,0.9317785290223409,0.3818115840792183,0.0,5.0,0.022222222222222223,0.0,0.0,99,Crossed Hands,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
212.0,175.0,37.0,50.0,9.0,27.0,6.869854883652855,2.292452830188679,3.5,0.05142857142857143,1.0542168674698795,0.17452830188679244,27.0,6.481481481481482,0.12962962962962962,1.0,3.3275862068965516,24.0,0.14942528735632185,0.0,0.0,0.0,1.027609252623241,0.31211054664201593,0.0,5.0,0.29714285714285715,0.0,1.0,100,In the Style of a Folksong,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
253.0,236.0,17.0,88.0,0.0,22.0,4.49225090079599,1.407114624505929,2.6818181818181817,0.0,1.0,0.06719367588932806,21.0,11.238095238095237,0.1277056277056277,1.0476190476190477,2.578723404255319,17.0,0.02127659574468085,0.0,0.0,0.0,0.8270792308206624,0.34359777569396976,0.0,4.0,0.4279661016949153,0.0,0.0,101,Diminished Fifths,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
421.0,400.0,21.0,88.0,183.0,45.0,10.159820064843668,6.825775656324582,4.545454545454546,0.4575,1.8433179723502304,0.0498812351543943,42.0,9.523809523809524,0.10822510822510824,1.0714285714285714,5.075187969924812,37.0,0.20551378446115287,0.0,0.0,0.0,5.611163783437667,0.717010559701245,0.0,8.0,0.32,0.0,1.0,102,Harmonics,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 5 medium,intermediate
378.0,355.0,23.0,88.0,0.0,33.0,7.497790456780116,1.469496021220159,4.034090909090909,0.0,1.0,0.06084656084656084,22.0,16.136363636363637,0.18336776859504134,1.5,2.946327683615819,26.0,0.03954802259887006,0.0,0.0,0.0,1.1698003686544398,0.47370004187188375,0.0,8.0,0.3126760563380282,0.0,4.0,103,Minor and Major,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 5 medium,intermediate
184.0,176.0,8.0,50.0,0.0,35.0,8.104487775759676,1.108695652173913,3.52,0.0,1.0,0.043478260869565216,32.0,5.5,0.11,1.09375,2.462857142857143,17.0,0.04,0.0,0.0,0.0,0.31125697963644244,0.1476064027141892,0.0,2.0,0.36363636363636365,2.6666666666666665,1.0,104,Wandering through the Keys,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
329.0,312.0,17.0,94.0,7.0,14.0,3.671548155924892,2.1458966565349544,3.3191489361702127,0.022435897435897436,1.022950819672131,0.05167173252279635,11.0,28.363636363636363,0.30174081237911027,1.2727272727272727,3.1864951768488745,9.0,0.14469453376205788,0.0,0.0,0.0,1.8092946118196567,0.5751284321629633,0.0,6.0,0.5,4.0,2.0,105,Playsong (with two pentatonic scales),"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
235.0,215.0,20.0,88.0,0.0,31.0,7.904117129958939,1.7659574468085106,2.4431818181818183,0.0,1.0,0.0851063829787234,26.0,8.26923076923077,0.09396853146853147,1.1923076923076923,2.7383177570093458,16.0,0.04205607476635514,0.0,0.0,0.0,1.210112812702114,0.43750232459230276,0.0,4.0,0.2837209302325581,0.0,0.0,106,Children's Song,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
327.0,265.0,62.0,88.0,156.0,43.0,6.356719981912392,2.287461773700306,3.0113636363636362,0.5886792452830188,2.4311926605504586,0.18960244648318042,24.0,11.041666666666666,0.12547348484848483,1.7916666666666667,4.382575757575758,26.0,0.23863636363636365,0.0,0.0,0.0,1.5533121298366828,0.47249587577357693,0.0,5.0,0.35471698113207545,0.0,0.0,107,Melody in the Mist,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 3 easy,beginner
441.0,349.0,92.0,66.0,8.0,19.0,6.303503512652198,1.7301587301587302,5.287878787878788,0.022922636103151862,1.0234604105571847,0.20861678004535147,16.0,21.8125,0.33049242424242425,1.1875,2.2442528735632186,15.0,0.0028735632183908046,0.0,0.0,0.0,1.3693178937263302,0.501552484329993,0.0,5.0,0.39255014326647564,0.0,0.0,108,Wrestling,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 5 medium,intermediate
423.0,382.0,41.0,86.0,11.0,54.0,10.626112345974216,1.6453900709219857,4.441860465116279,0.028795811518324606,1.0296495956873315,0.09692671394799054,34.0,11.235294117647058,0.13064295485636115,1.588235294117647,3.9291338582677167,24.0,0.12335958005249344,0.0,0.0,0.0,1.3810679653490026,0.5220659064724112,0.0,6.0,0.36387434554973824,0.0,1.0,109,From the Island of Bali,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
650.0,578.0,72.0,146.0,212.0,26.0,4.496284163781702,1.4861538461538462,3.958904109589041,0.36678200692041524,1.5792349726775956,0.11076923076923077,27.0,21.40740740740741,0.14662607813292744,0.9629629629629629,4.116117850953207,12.0,0.23743500866551126,0.0,0.0,0.0,0.8756319780288666,0.35220345650913565,0.0,3.0,0.42387543252595156,0.0,0.0,110,Clashing Sounds,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 5 medium,intermediate
286.0,259.0,27.0,110.0,19.0,44.0,9.041325198016878,2.6363636363636362,2.3545454545454545,0.07335907335907337,1.0791666666666666,0.0944055944055944,43.0,6.023255813953488,0.054756871035940805,1.0232558139534884,3.186046511627907,18.0,0.11627906976744186,0.0,0.0,0.0,1.8531600474526988,0.5096190130494922,0.0,7.0,0.42857142857142855,3.0,1.0,111,Intermezzo,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
623.0,559.0,64.0,120.0,218.0,42.0,10.484563677396915,1.2648475120385232,4.658333333333333,0.38998211091234347,1.6392961876832846,0.10272873194221509,30.0,18.633333333333333,0.15527777777777776,1.4,6.931899641577061,24.0,0.7186379928315412,0.0,0.0,0.0,0.6274872313789096,0.27705495758260856,0.0,4.0,0.046511627906976744,0.0,1.0,112,Variations on a Folk Tune,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
315.0,248.0,67.0,64.0,0.0,29.0,7.125596712694783,1.4190476190476191,3.875,0.0,1.0,0.2126984126984127,21.0,11.80952380952381,0.18452380952380953,1.380952380952381,4.190283400809717,16.0,0.2631578947368421,0.0,0.0,0.0,1.1221941578404142,0.46389915973717905,0.0,5.0,0.3387096774193548,0.0,0.0,113,Bulgarian Rhythm (1),"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
288.0,251.0,37.0,38.0,0.0,45.0,10.290510426968241,1.8472222222222223,6.605263157894737,0.0,1.0,0.1284722222222222,44.0,5.704545454545454,0.1501196172248804,1.0227272727272727,2.904,20.0,0.076,0.0,0.0,0.0,1.6043320020617635,0.5634727031631559,0.0,5.0,0.3944223107569721,2.0,2.0,114,Theme and Inversion,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
231.0,202.0,29.0,64.0,7.0,33.0,7.275139459251195,1.5238095238095237,3.15625,0.034653465346534656,1.035897435897436,0.12554112554112554,30.0,6.733333333333333,0.10520833333333333,1.1,3.2238805970149254,21.0,0.13432835820895522,0.0,0.0,0.0,0.8518354199999199,0.33751969471694937,0.0,4.0,0.35148514851485146,0.0,0.0,115,Bulgarian Rhythm (2),"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
461.0,422.0,39.0,86.0,92.0,53.0,10.855371351195021,2.017353579175705,4.906976744186046,0.21800947867298578,1.2787878787878788,0.08459869848156182,46.0,9.173913043478262,0.10667340748230536,1.1521739130434783,3.7553444180522564,38.0,0.21140142517814728,0.0,0.0,0.0,1.2054298441863323,0.39949903534859754,0.0,6.0,0.2677725118483412,0.0,0.0,116,Melody,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
394.0,367.0,27.0,56.0,1.0,38.0,7.597671355589483,1.5939086294416243,6.553571428571429,0.0027247956403269754,1.0027322404371584,0.06852791878172589,38.0,9.657894736842104,0.1724624060150376,1.0,2.628415300546448,23.0,0.040983606557377046,0.0,0.0,0.0,1.6207923899583354,0.6248455984770883,0.0,7.0,0.3651226158038147,1.0,2.0,117,Bour\u00e9e,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 5 medium,intermediate
485.0,374.0,111.0,68.0,0.0,41.0,8.540411662162654,1.243298969072165,5.5,0.0,1.0,0.2288659793814433,40.0,9.35,0.1375,1.025,2.260053619302949,20.0,0.0160857908847185,0.0,0.0,0.0,0.7053415077650377,0.3144215360901133,0.0,5.0,0.2887700534759358,0.0,0.0,118,Triplets in 9/8 Time,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
200.0,182.0,18.0,58.0,0.0,40.0,9.598704527573295,1.755,3.1379310344827585,0.0,1.0,0.09,36.0,5.055555555555555,0.0871647509578544,1.1111111111111112,2.983425414364641,24.0,0.0718232044198895,0.0,0.0,0.0,1.0700350461550314,0.38839747591834173,0.0,5.0,0.47802197802197804,4.0,0.0,119,Dance in 3/4 Time,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
590.0,523.0,67.0,90.0,282.0,55.0,9.617925709476195,1.2661016949152541,5.811111111111111,0.5391969407265774,2.1701244813278007,0.1135593220338983,42.0,12.452380952380953,0.13835978835978835,1.3095238095238095,4.461685823754789,55.0,0.15900383141762453,0.0,0.0,0.0,0.6233072451540524,0.27505704909565515,0.0,4.0,0.05162523900573614,0.0,3.0,120,Fifth Chords,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 5 medium,intermediate
320.0,305.0,15.0,50.0,0.0,38.0,8.025780818916756,1.425,6.1,0.0,1.0,0.046875,34.0,8.970588235294118,0.17941176470588235,1.1176470588235294,2.325657894736842,14.0,0.029605263157894735,0.0,0.0,0.0,1.1321991874224253,0.46688626285460844,0.0,6.0,0.3442622950819672,3.3333333333333335,4.0,121,Two-part Study,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 4 medium,intermediate
1164.0,1042.0,122.0,144.0,689.0,52.0,10.862183285401887,1.2164948453608246,7.236111111111111,0.6612284069097889,2.951841359773371,0.10481099656357389,33.0,31.575757575757574,0.21927609427609426,1.5757575757575757,4.9548511047070125,40.0,0.3381364073006724,0.0,0.0,0.0,0.43021941473949143,0.19409899176618914,0.0,3.0,0.04702495201535509,0.5,0.0,122,Chords Together and Opposed,"Mikrokosmos, Volumes V-VI",3,Béla Bártok,Piano 6 medium,intermediate
333.0,294.0,39.0,104.0,0.0,39.0,9.964651300138033,1.2552552552552552,2.826923076923077,0.0,1.0,0.11711711711711711,40.0,7.35,0.07067307692307692,0.975,1.713310580204778,17.0,0.023890784982935155,0.0,0.0,0.0,0.6916561994286743,0.3066864372966026,0.0,3.0,0.3741496598639456,0.0,0.0,123,Staccato and Legato (3),"Mikrokosmos, Volumes V-VI",3,Béla Bártok,Piano 5 medium,intermediate
482.0,334.0,148.0,74.0,0.0,48.0,8.457263486262741,1.2033195020746887,4.513513513513513,0.0,1.0,0.3070539419087137,40.0,8.35,0.11283783783783782,1.2,1.9639639639639639,30.0,0.06306306306306306,0.0,0.0,0.0,0.871487840187557,0.3955340291623375,0.0,4.0,0.44610778443113774,0.0,0.0,124,Staccato,"Mikrokosmos, Volumes V-VI",3,Béla Bártok,Piano 5 medium,intermediate
455.0,393.0,62.0,94.0,1.0,46.0,7.832428933851839,3.1186813186813187,4.180851063829787,0.002544529262086514,1.0025510204081634,0.13626373626373625,41.0,9.585365853658537,0.10197197716658019,1.1219512195121952,4.563775510204081,19.0,0.2066326530612245,0.0,0.0,0.0,2.1836511459053267,0.5301821085309092,0.0,9.0,0.34096692111959287,0.0,1.0,125,Boating,"Mikrokosmos, Volumes V-VI",3,Béla Bártok,Piano 5 medium,intermediate
420.0,373.0,47.0,70.0,180.0,43.0,9.719953667544488,1.569047619047619,5.328571428571428,0.48257372654155495,1.932642487046632,0.11190476190476191,39.0,9.564102564102564,0.13663003663003662,1.1025641025641026,5.577956989247312,31.0,0.31989247311827956,0.0,0.0,0.0,0.695217710072962,0.27061301040838187,0.0,5.0,0.10455764075067024,1.0,4.0,126,Change of Time,"Mikrokosmos, Volumes V-VI",3,Béla Bártok,Piano 5 medium,intermediate
452.0,436.0,16.0,132.0,53.0,47.0,9.846377824250435,2.9066666666666667,3.303030303030303,0.12155963302752294,1.1383812010443863,0.035398230088495575,41.0,10.634146341463415,0.08056171470805618,1.146341463414634,3.7586206896551726,23.0,0.2367816091954023,0.0,0.0,0.0,1.7975786182776232,0.4601310456342039,0.0,5.0,0.45642201834862384,2.0,1.0,128,Peasant Dance,"Mikrokosmos, Volumes V-VI",3,Béla Bártok,Piano 4 medium,intermediate
722.0,601.0,121.0,120.0,300.0,60.0,8.643746625094813,3.515235457063712,5.008333333333334,0.49916805324459235,1.9966777408637875,0.16759002770083103,36.0,16.694444444444443,0.1391203703703704,1.6666666666666667,3.715,51.0,0.05,0.0,0.0,0.0,1.444414406533308,0.3198979145757817,0.0,5.0,0.016638935108153077,0.0,1.0,129,Alternating Thirds,"Mikrokosmos, Volumes V-VI",3,Béla Bártok,Piano 5 medium,intermediate
